ID,Gender,Own_car,Own_property,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Target,Income_type_Commercial associate,Income_type_Pensioner,Income_type_State servant,Income_type_Student,Income_type_Working,Education_type_Academic degree,Education_type_Higher education,Education_type_Incomplete higher,Education_type_Lower secondary,Education_type_Secondary / secondary special,Family_status_Civil marriage,Family_status_Married,Family_status_Separated,Family_status_Single / not married,Family_status_Widow,Housing_type_Co-op apartment,Housing_type_House / apartment,Housing_type_Municipal apartment,Housing_type_Office apartment,Housing_type_Rented apartment,Housing_type_With parents,Occupation_type_Accountants,Occupation_type_Cleaning staff,Occupation_type_Cooking staff,Occupation_type_Core staff,Occupation_type_Drivers,Occupation_type_HR staff,Occupation_type_High skill tech staff,Occupation_type_IT staff,Occupation_type_Laborers,Occupation_type_Low-skill Laborers,Occupation_type_Managers,Occupation_type_Medicine staff,Occupation_type_Other,Occupation_type_Private service staff,Occupation_type_Realty agents,Occupation_type_Sales staff,Occupation_type_Secretaries,Occupation_type_Security staff,Occupation_type_Waiters/barmen staff
5024256,1,0,1,0,0.7525578993598756,-0.19575507984314686,-0.6769942713400872,-0.6016608713271928,-0.7982009552185001,1.0747432128021945,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024257,1,0,1,0,-0.5512580615403799,-1.267715638329956,-0.016222470818706692,-0.19369164068690659,-1.0562272273334923,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5024261,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.4367136166050397,0.21427758995337964,-0.1101308962451875,-0.20030573824060452,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024263,0,1,0,0,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,0.21427758995337964,1.2660092217014376,-0.3596868571209544,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024269,0,0,1,1,0.7525578993598756,0.8762054786436622,0.46433883865138814,-1.1682848027720347,1.4380267364447659,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024270,1,1,1,0,2.056373860260131,1.9481660371304712,-0.7971345987076108,1.3475254528430636,0.23390413324146878,-0.3596868571209544,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024280,1,1,1,0,-0.5512580615403799,-0.19575507984314686,1.2452509665402922,1.3475254528430636,-0.1101308962451875,-0.3596868571209544,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024287,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.1363627981862304,-0.23902155520249393,-1.1422359847051564,-0.04092461936025464,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024291,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.2776959081777057,-0.6923207003583676,-1.0562272273334923,-0.8378302137620041,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024293,0,0,1,1,-0.5512580615403799,-1.267715638329956,-1.3377660718614675,-1.145619845514241,1.2660092217014376,-0.8378302137620041,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024294,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.3377660718614675,0.21427758995337964,0.3199128906131328,0.9153620939218446,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024298,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.3377660718614675,-0.8283104439051296,0.4059216479847969,2.1904110449646437,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024303,1,1,1,0,-0.5512580615403799,-1.267715638329956,-1.578046726596515,0.21427758995337964,-1.8303060436784688,-0.8378302137620041,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024305,1,0,0,0,-0.5512580615403799,-1.267715638329956,-1.4579063992289913,-0.23902155520249393,-1.3142534994484845,0.11845649952009524,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024307,0,0,1,0,0.7525578993598756,0.8762054786436622,0.944900148121483,-0.9189702729363043,-0.712192197846836,1.393505450562894,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024314,0,0,1,1,-0.5512580615403799,-1.267715638329956,-0.316573289237516,0.3502673335001417,0.9219741922147814,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024318,0,0,1,1,-0.5512580615403799,-0.19575507984314686,-1.6381168902802767,-0.46567112778043074,1.1800004643297735,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024319,0,0,1,1,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,-0.6016608713271928,1.782061765931422,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024327,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.4042686749676263,0.4409271625313164,0.3199128906131328,3.3060788771270926,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5024332,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.04384769286505517,2.4807733157327476,1.1800004643297735,1.7122676883235939,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024334,0,1,1,0,-0.5512580615403799,-1.267715638329956,-0.6769942713400872,-0.01237198262455714,-0.6261834404751719,0.27783761840044513,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024335,1,1,0,0,-0.5512580615403799,-0.19575507984314686,0.46433883865138814,-0.46567112778043074,-1.3142534994484845,-0.8378302137620041,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5024341,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.2841283476001026,0.1689476754377923,1.1800004643297735,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024344,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.7646896570701974,4.067320323778305,0.1478953758698047,-0.20030573824060452,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024354,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.2841283476001026,-0.42034121326484336,0.3199128906131328,-0.8378302137620041,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024358,1,1,0,0,-0.5512580615403799,-0.19575507984314686,-0.016222470818706692,0.89422630768719,1.0939917069581095,1.0747432128021945,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024362,1,0,1,0,0.7525578993598756,0.8762054786436622,1.4855316212753398,-1.009630101967479,-0.8842097125901641,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024366,0,0,1,1,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,-1.145619845514241,1.4380267364447659,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024369,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.49678378028880155,0.4409271625313164,0.9219741922147814,3.465459996007443,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024370,0,0,0,1,-0.5512580615403799,-0.19575507984314686,-1.157555580810182,-0.6923207003583676,1.782061765931422,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024373,0,0,0,1,-0.5512580615403799,-0.19575507984314686,-1.3377660718614675,-0.9189702729363043,1.0079829495864454,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024374,0,0,1,0,2.056373860260131,1.9481660371304712,-0.1363627981862304,-0.6923207003583676,-1.4002622568201486,-0.20030573824060452,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024378,1,0,1,0,-0.5512580615403799,-0.19575507984314686,0.22405818391634075,0.89422630768719,-0.7982009552185001,-0.04092461936025464,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024386,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.157555580810182,-0.6469907858427801,-0.6261834404751719,-0.3596868571209544,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024397,1,1,1,0,2.056373860260131,1.9481660371304712,-0.6169241076563252,1.3475254528430636,-0.7982009552185001,-0.20030573824060452,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024400,0,1,0,0,-0.5512580615403799,-0.19575507984314686,-1.578046726596515,-0.23902155520249393,-1.2282447420768203,0.11845649952009524,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5024401,0,0,0,0,-0.5512580615403799,-1.267715638329956,-1.4579063992289913,-1.0549600164830664,-1.744297286306805,-0.6784490948816542,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024404,0,0,1,0,0.7525578993598756,0.8762054786436622,0.4042686749676263,-0.6016608713271928,-0.19613965361685157,0.437218737280795,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024412,1,1,0,0,-0.5512580615403799,-0.19575507984314686,-0.9773450897588964,0.89422630768719,0.5779391627281251,1.2341243316825443,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024414,0,0,1,0,0.7525578993598756,0.8762054786436622,0.6445493297026738,-0.9189702729363043,-0.8842097125901641,-0.3596868571209544,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024415,1,1,1,0,-0.5512580615403799,-1.267715638329956,0.4042686749676263,1.8008245979989372,-0.2821484109885156,-0.04092461936025464,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024417,1,1,1,0,-0.5512580615403799,-0.19575507984314686,1.1251106391727685,-0.01237198262455714,-1.2282447420768203,-0.8378302137620041,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024420,1,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.8572047623913727,-0.01237198262455714,0.3199128906131328,0.5965998561611449,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024427,0,1,1,1,-0.5512580615403799,-0.19575507984314686,1.1851808028565305,-0.19369164068690659,1.868070523303086,-0.8378302137620041,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024436,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.46433883865138814,-0.23902155520249393,1.1800004643297735,-0.3596868571209544,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024438,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.2841283476001026,0.21427758995337964,0.9219741922147814,0.5965998561611449,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5024448,1,1,1,0,-0.5512580615403799,-0.19575507984314686,1.2452509665402922,-0.01237198262455714,-0.7982009552185001,0.27783761840044513,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024455,0,0,1,1,-0.5512580615403799,-0.19575507984314686,-1.578046726596515,-0.23902155520249393,1.1800004643297735,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024461,0,0,0,1,0.7525578993598756,0.8762054786436622,-1.2776959081777057,-0.4248742047164021,1.1800004643297735,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024466,0,0,1,0,2.056373860260131,1.9481660371304712,0.8848299844377212,-0.46567112778043074,-1.4002622568201486,0.11845649952009524,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024473,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.16398802023257888,-0.9189702729363043,-1.4002622568201486,-0.6784490948816542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024478,0,1,1,0,0.7525578993598756,0.8762054786436622,0.3441985112838645,0.21427758995337964,-0.8842097125901641,-0.6784490948816542,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024483,0,0,1,0,-0.5512580615403799,-0.19575507984314686,1.9660929307454347,-0.19369164068690659,-0.8842097125901641,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024486,0,0,1,0,-0.5512580615403799,-1.267715638329956,0.3441985112838645,0.4409271625313164,1.0079829495864454,3.6248411148877926,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024488,1,0,1,0,-0.5512580615403799,-0.19575507984314686,1.8459526033779108,-0.10303181165573186,1.3520179790731017,-0.04092461936025464,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024490,1,0,1,0,0.7525578993598756,0.8762054786436622,1.6657421123266254,-0.46567112778043074,-1.3142534994484845,0.27783761840044513,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024499,1,0,1,1,-0.5512580615403799,-0.19575507984314686,-1.3978362355452294,3.160722033466558,1.0939917069581095,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024501,0,1,1,0,-0.5512580615403799,-0.19575507984314686,-0.2565031255537541,-0.46567112778043074,-0.4541659257318438,-0.3596868571209544,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5024507,0,0,1,1,-0.5512580615403799,-0.19575507984314686,0.8247598207539593,-0.873640358420717,1.782061765931422,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024519,0,1,1,0,0.7525578993598756,0.8762054786436622,-0.19643296186999226,-0.23902155520249393,-0.2821484109885156,1.2341243316825443,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024527,0,0,1,1,-0.5512580615403799,-1.267715638329956,1.0049703118052449,0.89422630768719,1.1800004643297735,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024529,0,0,1,1,-0.5512580615403799,-0.19575507984314686,1.9660929307454347,-0.23902155520249393,1.696053008559758,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024532,0,0,1,1,-0.5512580615403799,-1.267715638329956,0.3441985112838645,-0.01237198262455714,1.696053008559758,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024540,1,0,1,0,-0.5512580615403799,-0.19575507984314686,0.4042686749676263,-0.6923207003583676,-0.4541659257318438,0.7559809750414948,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024559,0,1,1,1,0.7525578993598756,0.8762054786436622,1.1251106391727685,0.4409271625313164,0.3199128906131328,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024562,0,0,1,0,2.056373860260131,1.9481660371304712,-0.016222470818706692,-0.23902155520249393,-1.1422359847051564,-0.5190679760013043,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024563,0,0,0,0,-0.5512580615403799,-1.267715638329956,-0.1363627981862304,0.89422630768719,-0.9702184699618281,-0.04092461936025464,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024571,0,0,0,0,-0.5512580615403799,-1.267715638329956,-0.6169241076563252,0.89422630768719,1.610044251188094,0.27783761840044513,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5024573,0,0,0,0,0.7525578993598756,0.8762054786436622,0.52440900233515,-0.9189702729363043,-1.3142534994484845,-0.20030573824060452,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024582,0,1,1,0,2.056373860260131,1.9481660371304712,1.365391293907816,1.3475254528430636,-0.8842097125901641,-0.3596868571209544,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024587,1,1,1,0,-0.5512580615403799,-0.19575507984314686,0.6445493297026738,-0.23902155520249393,-1.6582885289351408,-0.20030573824060452,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024596,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.9773450897588964,-0.46567112778043074,-1.744297286306805,-0.8378302137620041,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5024597,1,1,1,0,-0.5512580615403799,-1.267715638329956,-0.7971345987076108,0.4409271625313164,0.9219741922147814,1.8716488072039439,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024598,0,0,1,1,-0.5512580615403799,-1.267715638329956,0.16398802023257888,4.5206194689341785,1.4380267364447659,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024607,0,0,1,0,-0.5512580615403799,-1.267715638329956,-0.3766434529212778,0.4409271625313164,0.06188661849814064,-0.8378302137620041,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5024610,1,1,1,1,-0.5512580615403799,-0.19575507984314686,-0.1363627981862304,-0.01237198262455714,1.696053008559758,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024622,1,0,1,0,2.056373860260131,0.8762054786436622,1.5456017849591015,0.89422630768719,-1.0562272273334923,0.9153620939218446,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024631,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.8247598207539593,-0.23902155520249393,0.9219741922147814,-0.3596868571209544,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024638,0,1,1,0,-0.5512580615403799,-0.19575507984314686,0.7046194933864356,-0.01237198262455714,-1.4002622568201486,-0.20030573824060452,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5024652,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,1.5741750254210005,0.5779391627281251,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024655,1,1,0,0,0.7525578993598756,0.8762054786436622,-0.3766434529212778,-0.23902155520249393,-0.9702184699618281,0.5965998561611449,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024657,0,0,1,0,-0.5512580615403799,-1.267715638329956,0.04384769286505517,-0.46567112778043074,0.23390413324146878,-0.3596868571209544,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5024659,0,1,1,0,-0.5512580615403799,-0.19575507984314686,1.6056719486428634,-0.6923207003583676,-0.7982009552185001,1.393505450562894,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024663,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.04384769286505517,-0.23902155520249393,-0.3681571683601797,1.0747432128021945,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024670,0,0,1,0,0.7525578993598756,-0.19575507984314686,0.2841283476001026,-0.01237198262455714,-0.19613965361685157,-0.20030573824060452,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5024679,0,0,1,0,2.056373860260131,1.9481660371304712,0.4042686749676263,-0.46567112778043074,-0.3681571683601797,-0.20030573824060452,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5024682,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-0.9172749260751345,-0.46567112778043074,-0.1101308962451875,2.5091732827253432,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024695,0,0,1,0,-0.5512580615403799,-1.267715638329956,-1.2776959081777057,0.21427758995337964,0.7499566774714532,0.7559809750414948,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5024701,0,0,1,0,0.7525578993598756,-0.19575507984314686,1.6056719486428634,0.21427758995337964,-1.4002622568201486,-0.8378302137620041,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
